"";"Gene";"S1";"S2";"S3";"S4";"Condition"
"189";"ENSMUSG00000064351.1";293776,066606347;255022,055606303;236809,884226494;389132,028670745;"STANDARD"
"190";"ENSMUSG00000119584.1";10039,2406627704;141457,690498602;55986,6708641238;2385,1433490654;"STANDARD"
"191";"ENSMUSG00000061527.8";68532,7684546031;55564,4511952538;80151,7970210591;195102,229510446;"STANDARD"
"192";"ENSMUSG00000045545.9";46273,5743837566;38349,3199090197;50169,6150447979;159991,837620191;"STANDARD"
"193";"ENSMUSG00000031972.6";79808,7784552791;11730,003501256;1888,71611689648;1872,33232809321;"STANDARD"
"194";"ENSMUSG00000030730.13";68071,8551319644;11917,2721484346;2081,38414289145;2369,54057966463;"STANDARD"
"195";"ENSMUSG00000064341.1";112482,313474498;102971,557743716;98898,490860727;157774,163996028;"STANDARD"
"196";"ENSMUSG00000057003.13";61000,6839460705;14109,1885939088;2021,59061758266;3120,55388015535;"STANDARD"
"197";"ENSMUSG00000064370.1";89125,2433318772;81988,7365248678;71186,564639047;127401,813080476;"STANDARD"
"198";"ENSMUSG00000067594.7";95046,3428873868;89021,4989847158;100696,093034296;25083,0120886887;"STANDARD"
"199";"ENSMUSG00000064367.1";95688,6136594322;84643,4879169959;85669,8852138411;127931,267055475;"STANDARD"
"200";"ENSMUSG00000025064.16";31277,5249940296;25219,1679213453;28722,7215304714;83639,1654651771;"STANDARD"
"201";"ENSMUSG00000026950.19";50525,300734239;9408,06633701529;1258,51134221343;2652,47079813205;"STANDARD"
"202";"ENSMUSG00000037071.4";40628,4920195392;68796,4850894243;35792,5940705528;9863,03063054434;"STANDARD"
"203";"ENSMUSG00000069833.14";200775,081880074;190622,987662027;190105,446338877;208673,518335242;"STANDARD"
"204";"ENSMUSG00000064345.1";67394,1975405226;52560,3904094246;53233,3213891908;82945,3623191559;"STANDARD"
"205";"ENSMUSG00000022565.16";34567,6145274138;28960,6596494323;28520,5624687131;64239,722176878;"STANDARD"
"206";"ENSMUSG00000064363.1";57626,5507166199;49256,5057273354;48245,7820955772;76874,844837627;"STANDARD"
"207";"ENSMUSG00000060962.14";46008,1732382832;46483,3772628975;51773,6000887954;15365,6073058849;"STANDARD"
"208";"ENSMUSG00000056328.15";29982,3674041199;3497,94545636759;452,722405909357;548,177298280623;"STANDARD"
"209";"ENSMUSG00000030695.17";32971,6689726342;9422,62089508617;5063,46757971996;5696,05101591023;"STANDARD"
"210";"ENSMUSG00000019761.11";75402,2347699373;63128,9401766246;83869,4357295433;41036,3237086696;"STANDARD"
"211";"ENSMUSG00000054889.11";98930,0463161462;86385,1833661442;95094,4837267969;106406,726574791;"STANDARD"
"212";"ENSMUSG00000034994.11";37561,3394483527;29795,1209788293;28006,1483303423;42567,4754791991;"STANDARD"
"213";"ENSMUSG00000027022.15";21831,0135561496;3217,52763753534;457,467923791006;387,988865765982;"STANDARD"
"214";"ENSMUSG00000061816.16";21628,424015105;4272,24794573828;669,118021312571;572,101544695147;"STANDARD"
"215";"ENSMUSG00000057666.19";23095,2076790875;8034,11605512444;5569,33978590379;8817,6450806923;"STANDARD"
"216";"ENSMUSG00000032648.15";20829,5665672303;4051,01866306094;686,201885686509;751,013300490721;"STANDARD"
"217";"ENSMUSG00000041991.19";14330,7771850738;18243,6533899094;22651,3059526891;2455,87590368226;"STANDARD"
"218";"ENSMUSG00000026043.19";18525,884624522;26206,9372624222;22236,547689833;1601,88432514641;"STANDARD"
"219";"ENSMUSG00000049133.9";38957,3494735423;35136,6437908413;40159,4196252466;15410,3352448338;"STANDARD"
"220";"ENSMUSG00000026923.16";16898,0909322857;14213,0111081477;15363,1395900519;34334,4141587226;"STANDARD"
"221";"ENSMUSG00000023092.17";19094,7277463198;2966,21893484486;1492,93992556691;966,33151822144;"STANDARD"
"222";"ENSMUSG00000032262.14";11286,626046495;16619,3647091995;14087,5443834645;3894,45124243387;"STANDARD"
"223";"ENSMUSG00000044322.8";17780,9920762269;16935,6837712732;22204,2781682377;4903,43033035077;"STANDARD"
"224";"ENSMUSG00000026131.22";19115,9598379576;18316,4261802638;15756,0684706525;33113,2374069551;"STANDARD"
"225";"ENSMUSG00000019929.17";12407,5035508773;16334,0953710103;17571,7036121716;1373,04370726835;"STANDARD"
"226";"ENSMUSG00000006457.5";15747,1346314164;3067,13053746961;489,737445386222;528,413790372972;"STANDARD"
"227";"ENSMUSG00000030592.20";15814,3695882696;3197,15125623612;513,46503479447;793,660870186177;"STANDARD"
"228";"ENSMUSG00000043165.8";21079,9283144601;17859,4130568382;22704,4557529636;830,067332121323;"STANDARD"
"229";"ENSMUSG00000059898.10";27161,1532277386;21892,9662502141;27448,0754274604;39137,9867649084;"STANDARD"
"230";"ENSMUSG00000061723.20";14795,2291896521;2556,7507011175;391,030673447914;447,279389488933;"STANDARD"
"231";"ENSMUSG00000000184.13";12878,1482488499;12349,057371204;14662,7011507204;30173,6756518488;"STANDARD"
"232";"ENSMUSG00000074199.8";18824,018577937;20248,3011882049;21963,2058598499;7306,25681807039;"STANDARD"
"233";"ENSMUSG00000033508.9";18920,4476607923;18655,0622313795;21399,43833551;5550,42516816965;"STANDARD"
"234";"ENSMUSG00000047419.6";13941,522171713;2560,63191660307;449,875095180367;428,556066208001;"STANDARD"
"235";"ENSMUSG00000055561.10";15596,7406489815;16309,8377742255;20928,6829616504;6168,29483644041;"STANDARD"
"236";"ENSMUSG00000069441.4";30805,1109550871;29316,7611702331;36380,089184301;19295,4248256272;"STANDARD"
"237";"ENSMUSG00000038170.16";13354,985640217;2674,15746955591;908,292122547703;782,218839292274;"STANDARD"
"238";"ENSMUSG00000020758.16";8309,70986476934;7109,41646568802;8240,11724969609;22777,9629558806;"STANDARD"
"239";"ENSMUSG00000028464.17";12607,4390804671;1852,31009048702;532,447106321067;864,393424803032;"STANDARD"
"240";"ENSMUSG00000032366.16";15251,7191598662;5309,50278425615;3973,89667409324;4249,15420014487;"STANDARD"
"241";"ENSMUSG00000027111.17";8884,74567996152;7481,04284843109;9752,0392467896;24005,3808154084;"STANDARD"
"242";"ENSMUSG00000026193.16";16225,7413637533;16273,936530984;21238,0907275339;1561,31712470439;"STANDARD"
"243";"ENSMUSG00000059832.5";18172,9011010425;15706,3087662197;19931,1751029277;3717,61985589174;"STANDARD"
"244";"ENSMUSG00000039518.8";19654,7241632684;18674,4683088074;20129,5377503806;3632,32471650083;"STANDARD"
"245";"ENSMUSG00000054146.9";12101,407563098;10909,1264260585;8404,31216840116;19231,9735633974;"STANDARD"
"246";"ENSMUSG00000001506.11";24702,6539501708;28194,1195910327;19998,5614568471;1412,57072308365;"STANDARD"
"247";"ENSMUSG00000005716.17";10892,9476807096;2655,72169599947;445,129577298718;370,305727111768;"STANDARD"
"248";"ENSMUSG00000033765.6";7963,80370516913;11519,4475611639;9874,47360813616;2547,41215083348;"STANDARD"
"249";"ENSMUSG00000030399.3";10417,8796303123;2035,69752218008;296,120315814925;323,497418909438;"STANDARD"
"250";"ENSMUSG00000056632.9";8352,17404804507;6899,83082946738;7812,07153677131;18146,0208131034;"STANDARD"
"251";"ENSMUSG00000067274.11";28259,9139699981;31793,9469538965;38068,5444465918;28298,2227698754;"STANDARD"
"252";"ENSMUSG00000043430.6";9138,64610913098;11286,5746320299;10924,182163557;2005,47596031317;"STANDARD"
"253";"ENSMUSG00000026728.10";14602,3710239415;16225,4213374144;15492,2176764328;3490,85960726712;"STANDARD"
"254";"ENSMUSG00000086503.5";49144,3301072929;52178,0906840962;55746,5476593123;73369,4226455858;"STANDARD"
"255";"ENSMUSG00000102308.2";11033,6102878104;11077,9592996806;14910,4171841425;1662,21503349608;"STANDARD"
"256";"ENSMUSG00000092586.9";11997,0164458785;11891,073943907;15155,2859068357;4070,24244434929;"STANDARD"
"257";"ENSMUSG00000022283.16";15458,7320533354;12574,1678693669;14451,0510531989;22062,3159326983;"STANDARD"
"258";"ENSMUSG00000027288.17";12700,3294813828;4981,54007572571;3388,2997674977;3321,30951311201;"STANDARD"
"259";"ENSMUSG00000060600.16";9438,54940351582;1692,20995170737;281,883762169977;311,015203388816;"STANDARD"
"260";"ENSMUSG00000001911.17";12471,1998257908;9249,90680597842;8956,69044982516;14800,7870535768;"STANDARD"
"261";"ENSMUSG00000022462.8";10028,6246169515;8796,77489803843;10934,6223028966;21131,3506917853;"STANDARD"
"262";"ENSMUSG00000061462.19";9412,8939594534;1862,01312920094;279,036451440987;369,26554248505;"STANDARD"
"263";"ENSMUSG00000063450.15";8675,96344552251;8964,63746778922;9266,0982157087;21661,8448514117;"STANDARD"
"264";"ENSMUSG00000022510.15";8678,61745697725;7497,53801424476;9250,91255848742;18614,1038951267;"STANDARD"
"265";"ENSMUSG00000118667.1";12660,5193095618;11137,1478358356;12181,7444021941;20505,1595465008;"STANDARD"
"266";"ENSMUSG00000026208.10";9131,5687452517;1526,28798969937;393,877984176904;206,996740716971;"STANDARD"
"267";"ENSMUSG00000049134.16";8897,13106675027;1498,149177429;225,886651166513;215,318217730719;"STANDARD"
"268";"ENSMUSG00000029580.15";71668,0406531278;63501,536863239;79789,2394549011;74066,3463454872;"STANDARD"
"269";"ENSMUSG00000020061.19";8554,7635890897;1072,18577788798;171,78774731571;210,117294597127;"STANDARD"
"270";"ENSMUSG00000047730.18";5063,85385563076;4350,84255932101;5072,00951190692;14235,9668012687;"STANDARD"
"271";"ENSMUSG00000018593.14";12616,2857853163;14981,49177429;13101,4257676578;3357,71597504716;"STANDARD"
"272";"ENSMUSG00000028063.16";10049,8567085893;9349,84810473178;11194,676682811;20597,7359782787;"STANDARD"
"273";"ENSMUSG00000051879.5";6949,08665897617;8,73273484252657;78,7755968353807;1048,5061037322;"STANDARD"
"274";"ENSMUSG00000055333.15";6858,85026951525;5886,8335877343;7464,69962783457;17070,4699090765;"STANDARD"
"275";"ENSMUSG00000026879.15";25817,3387611587;28103,8813309933;25053,4871043801;16018,8432514641;"STANDARD"
"276";"ENSMUSG00000064368.1";14434,2836318084;11766,8750483689;12936,2817453764;19122,754177592;"STANDARD"
"277";"ENSMUSG00000029661.17";11862,5465321721;14157,7037874784;10819,7807701607;668,838714979963;"STANDARD"
"278";"ENSMUSG00000027912.9";8703,38823055475;8628,91232828764;9875,42271171249;1934,74340569632;"STANDARD"
"279";"ENSMUSG00000030672.13";8115,96702857383;1935,75622342672;257,2070691854;240,282648771962;"STANDARD"
"280";"ENSMUSG00000032231.15";15027,8975271837;14590,4593141191;17384,7302076346;26385,3232413402;"STANDARD"
"281";"ENSMUSG00000070047.15";13598,2700235675;12606,1878971228;12990,3806492272;20533,2445314222;"STANDARD"
"282";"ENSMUSG00000022443.18";11044,2263336294;9953,37711273751;9757,73386824758;17366,9225276912;"STANDARD"
"283";"ENSMUSG00000041220.11";7849,68121261561;9228,5601208078;6402,65272592143;2041,88242224832;"STANDARD"
"284";"ENSMUSG00000028749.8";10267,4856478775;9903,89161529652;12214,9630273657;2404,90685697306;"STANDARD"
"285";"ENSMUSG00000027913.6";6607,60385180051;7921,56080604299;8116,73378477321;1093,23404268109;"STANDARD"
"286";"ENSMUSG00000023944.15";17556,2857730595;14003,4254719271;14731,0366082162;19431,6890117274;"STANDARD"
"287";"ENSMUSG00000092341.6";142094,888615925;165130,194048949;149051,971144727;196994,325346447;"STANDARD"
"288";"ENSMUSG00000037742.15";93333,620828599;101134,772515172;111188,433070623;109158,014912461;"STANDARD"
"289";"ENSMUSG00000026185.9";17575,7485237275;17762,382669699;15713,3588097176;2003,39559105973;"STANDARD"
"290";"ENSMUSG00000027559.6";18807,2098387237;14392,5173243552;6211,88290707912;6246,30868344429;"STANDARD"
"291";"ENSMUSG00000024846.7";13658,4276165415;14576,8750599196;10309,1630460952;2602,54193604956;"STANDARD"
"292";"ENSMUSG00000056999.17";17562,4784664539;19299,3440019837;16118,6260368105;7909,56390156709;"STANDARD"
"293";"ENSMUSG00000064373.14";11379,5164474106;9541,96827126736;10309,1630460952;2120,93645387892;"STANDARD"
"294";"ENSMUSG00000005087.18";11121,1926658166;10161,9924450868;12634,4668081035;20207,6667432593;"STANDARD"
"295";"ENSMUSG00000037185.10";14078,6460968742;12241,3536414795;14360,8862134475;4856,62202214844;"STANDARD"
"296";"ENSMUSG00000028435.9";6345,74138826685;5383,24587848193;6568,74585177916;14317,1012021527;"STANDARD"
"297";"ENSMUSG00000001175.17";14799,6525420767;12806,0704946295;16352,1055165876;7165,8318934634;"STANDARD"
"298";"ENSMUSG00000026413.13";22303,4275950921;19882,4966286902;22803,1625249019;29395,6175510634;"STANDARD"
"299";"ENSMUSG00000017466.11";9549,1332141297;8772,51730125363;8704,22889852141;1670,53651050983;"STANDARD"
"300";"ENSMUSG00000069516.9";8215,05012288386;8380,51453721133;9242,37062630045;1344,95872234696;"STANDARD"
"301";"ENSMUSG00000060802.9";29977,9440516953;23532,7797928663;35825,8126957243;24075,0731853985;"STANDARD"
"302";"ENSMUSG00000034926.4";7540,04654289674;8221,38470230307;7795,9367759737;2110,53460761173;"STANDARD"
"303";"ENSMUSG00000064339.1";409,602434513809;4001,53316561995;1430,29908952914;222,599510117748;"STANDARD"
"304";"ENSMUSG00000092274.5";20951,651094148;22164,6513342038;21449,7408250555;23715,1693045539;"STANDARD"
"305";"ENSMUSG00000024608.12";3590,87749825389;7172,48621732849;4789,17664616062;4557,04884965353;"STANDARD"
"306";"ENSMUSG00000004951.11";11924,4734661158;10997,4240783551;12009,0075513021;6242,14794493742;"STANDARD"
"307";"ENSMUSG00000093674.8";7178,21631456813;12441,2362389862;10186,7286847487;7501,81152789346;"STANDARD"
"308";"ENSMUSG00000046056.16";6954,39468188564;7102,62433858828;6453,90431904324;5710,61360068429;"STANDARD"
"309";"ENSMUSG00000060126.15";19179,6561128712;22512,9904240335;21713,5916192752;18055,5247505788;"STANDARD"
"310";"ENSMUSG00000019851.9";31614,5844487807;31365,0726427413;35493,6264440088;29433,0641976252;"STANDARD"
"311";"ENSMUSG00000045128.10";14848,3094187468;13790,9289240922;19182,3323812034;14416,9589263177;"STANDARD"
"312";"ENSMUSG00000118671.1";20216,489921187;18338,7431693058;26689,7416699728;24574,3618062234;"STANDARD"
"313";"ENSMUSG00000038900.18";6990,66617176699;8630,85293603043;7984,80838766335;8004,22070259847;"STANDARD"
"314";"ENSMUSG00000027763.14";13738,0479601835;11840,6181425946;12956,2129204793;10825,2014102589;"STANDARD"
"315";"ENSMUSG00000033174.18";3126,4254936756;4444,96203484602;3471,82088221473;1948,26580584366;"STANDARD"
"316";"ENSMUSG00000075602.11";5068,27720805531;4267,39642638132;7493,17273512447;5329,90602730534;"STANDARD"
"317";"ENSMUSG00000066364.3";668,810886592742;1807,676112403;2405,02846241994;287,090956974292;"STANDARD"
"318";"ENSMUSG00000047675.16";5762,74353871048;6991,03939337821;5728,78918672721;6594,77053339497;"STANDARD"
"319";"ENSMUSG00000033579.17";2370,91689956157;3314,55802467453;2362,31880148509;347,421665323962;"STANDARD"
"320";"ENSMUSG00000061477.5";10866,4075661622;13340,7079277664;12504,4396181463;11143,4979060347;"STANDARD"
"321";"ENSMUSG00000025153.10";17799,57015641;23368,7984386011;11235,4881365932;10422,6499597189;"STANDARD"
"322";"ENSMUSG00000061397.9";7119,828062564;6513,64988865343;5351,99506692424;2851,14606183527;"STANDARD"
"323";"ENSMUSG00000028382.16";9563,28794188828;8019,56149705357;10378,4476071673;9682,03850549533;"STANDARD"
"324";"ENSMUSG00000026600.13";3169,77434743624;3333,96410210237;2795,11003229152;610,58837588373;"STANDARD"
"325";"ENSMUSG00000000740.13";9761,45413050835;10476,3708994177;10241,7766921758;11110,2119979798;"STANDARD"
"326";"ENSMUSG00000021939.9";12897,610999518;10321,122279995;12233,9450988923;7296,89515642992;"STANDARD"
"327";"ENSMUSG00000030536.11";13995,4870712926;13133,0628992886;14940,7884985851;18940,7218679162;"STANDARD"
"328";"ENSMUSG00000079013.3";925,365327216942;2468,45304882084;2159,2106361505;157,067878634486;"STANDARD"
"329";"ENSMUSG00000039457.5";9726,95198159682;9196,54009305187;8684,29772341848;7467,48543521175;"STANDARD"
"330";"ENSMUSG00000020017.15";7924,87820383304;7104,56494633106;9011,73845725229;2028,36002210098;"STANDARD"
"331";"ENSMUSG00000058558.13";9850,80584948437;13630,8287853126;11236,4372401695;8668,89867907156;"STANDARD"
"332";"ENSMUSG00000067336.7";11613,9541259121;9486,66095059803;11829,6269753757;11056,1223973904;"STANDARD"
"333";"ENSMUSG00000040952.17";5322,17763722478;7048,28732179033;5994,53818809958;6302,47865328709;"STANDARD"
"334";"ENSMUSG00000027907.5";5819,36244974478;5428,85016043735;6846,83319964382;10230,215803776;"STANDARD"
"335";"ENSMUSG00000062328.9";6038,76073000272;8560,99105729021;7374,53478808323;5961,29809572343;"STANDARD"
"336";"ENSMUSG00000045962.17";17128,1052583625;16617,4241014567;17147,4543135521;14435,6822495986;"STANDARD"
"337";"ENSMUSG00000015568.17";6874,77433824365;7217,12019541251;2903,30783999313;2284,24544027371;"STANDARD"
"338";"ENSMUSG00000051748.3";2229,36962197581;4229,55457539703;4723,68849939385;347,421665323962;"STANDARD"
"339";"ENSMUSG00000052557.12";10664,7026956025;9682,66233261918;9931,41982271595;5038,65433182417;"STANDARD"
"340";"ENSMUSG00000030303.16";2342,60744404442;4665,22101365197;3157,66759844954;386,948681139263;"STANDARD"
"341";"ENSMUSG00000064337.1";165,433380678363;1648,54627749474;553,327385000325;107,139016552;"STANDARD"
"342";"ENSMUSG00000062515.4";2650,47277279346;3613,41161706322;1808,99141648477;1923,30137480241;"STANDARD"
"343";"ENSMUSG00000033685.14";8584,84238557668;6348,69823051682;7012,92632550155;11300,5657846692;"STANDARD"
"344";"ENSMUSG00000008668.16";2580,58380448549;4437,19960387489;3479,41371082537;3373,31874444793;"STANDARD"
"345";"ENSMUSG00000078578.10";11399,8638685636;10113,4772515172;13412,731740694;9699,72164414954;"STANDARD"
"346";"ENSMUSG00000061983.8";9250,11459022977;12548,9399687107;11391,1411231113;10147,0010336385;"STANDARD"
"347";"ENSMUSG00000018339.13";7048,16975328621;5411,3846907523;6494,71577282543;1510,34807799519;"STANDARD"
"348";"ENSMUSG00000006333.15";3246,7406796235;4418,76383031844;3623,67745442751;4861,82294528203;"STANDARD"
"349";"ENSMUSG00000030747.6";5024,92835429467;5409,44408300951;5146,98869443699;1392,807215176;"STANDARD"
"350";"ENSMUSG00000046834.8";33550,2434697661;29588,4462542228;35893,1990496437;35624,2430958535;"STANDARD"
"351";"ENSMUSG00000024659.16";13478,8395081045;14061,6437042106;19854,2977132449;15469,6257685568;"STANDARD"
"352";"ENSMUSG00000067006.13";13595,6160121128;12147,2341659545;18114,5908578323;14928,7297626632;"STANDARD"
"353";"ENSMUSG00000102439.5";9821,6117234823;6994,92060886378;10747,6488983597;4458,23131011527;"STANDARD"
"354";"ENSMUSG00000001552.15";27783,076578631;23010,7563100575;28218,7475314402;30690,6474113279;"STANDARD"
"355";"ENSMUSG00000034607.7";13300,1360701525;12782,7832017161;16398,6115918278;9049,60625245051;"STANDARD"
"356";"ENSMUSG00000022108.9";16292,0916501216;15413,2769970594;18813,1310900111;12249,2141642365;"STANDARD"
"357";"ENSMUSG00000061780.7";5246,98064600734;8463,96067015103;4187,44497876747;3714,49930201158;"STANDARD"
"358";"ENSMUSG00000021054.7";7463,08021070949;7100,68373084549;10037,7194232649;4616,33937337648;"STANDARD"
"359";"ENSMUSG00000034634.8";10061,3574248932;10818,888166019;14272,6195808489;9679,95813624189;"STANDARD"
"360";"ENSMUSG00000007892.9";8249,55227179539;8977,25141811731;12058,3609372712;8546,15689311878;"STANDARD"
"361";"ENSMUSG00000006699.18";9228,88249859191;8128,23553064945;10860,5922239429;7694,24568383637;"STANDARD"
"362";"ENSMUSG00000069808.14";4688,75357002848;4370,24863674885;6789,88698506402;2745,04722990999;"STANDARD"
"363";"ENSMUSG00000009013.6";5482,30299499368;4987,36189895406;7562,45729619655;4413,50337116638;"STANDARD"
"364";"ENSMUSG00000021950.16";15698,4777547463;14479,8446727804;18252,2108764001;22508,5551375605;"STANDARD"
"365";"ENSMUSG00000024576.15";12600,3617165879;10799,4820885912;13362,4292511485;13820,933135208;"STANDARD"
"366";"ENSMUSG00000055322.17";11120,3079953317;11454,4372017807;8348,3150573977;6126,68745137167;"STANDARD"
"367";"ENSMUSG00000015932.9";9903,00140809412;9646,76108937768;12262,4182061822;9507,28748820663;"STANDARD"
"368";"ENSMUSG00000062825.16";14436,0529727783;12386,8992221882;15329,9209648804;17409,5700973867;"STANDARD"
"369";"ENSMUSG00000036438.15";6722,61101483895;6440,87709829904;8917,77720319563;4724,5185745552;"STANDARD"
"370";"ENSMUSG00000016534.16";9310,27218320372;7993,36329252599;10482,8490005636;8927,90465112445;"STANDARD"
"371";"ENSMUSG00000070868.12";3955,36173803723;4056,84048628929;6336,21547557834;2129,25793089267;"STANDARD"
"372";"ENSMUSG00000006342.16";9652,6396608643;8799,68580965261;10996,3140353581;4376,05672460452;"STANDARD"
